title,genres_rotten,original_release_date,day,month,year,runtime,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
Birdman of Alcatraz,"Classics, Drama, Mystery & Suspense",03-07-62,03,07,1962,148,Fresh,91,22,Upright,84,7837,1,20,2
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),Action & Adventure,07-02-20,07,02,2020,109,Certified-Fresh,78,410,,78,15715,46,319,91
Birdy,Drama,21-12-84,21,12,1984,120,Fresh,85,27,Upright,84,8278,5,23,4
Birth,"Drama, Mystery & Suspense",05-11-04,05,11,2004,100,Rotten,38,147,Spilled,43,28252,43,56,91
The Birth of a Nation,"Classics, Drama",03-03-15,03,03,1915,190,Fresh,93,44,Spilled,56,4804,7,41,3
Birth of the Dragon,"Action & Adventure, Drama",25-08-17,25,08,2017,91,Rotten,23,53,Upright,68,6385,12,12,41
Birth Of The Living Dead,"Documentary, Special Interest",06-11-13,06,11,2013,76,Fresh,96,25,Upright,72,2441,8,24,1
Birthday Girl,"Comedy, Drama, Mystery & Suspense",01-02-02,01,02,2002,93,Rotten,58,122,Spilled,39,22262,33,71,51
Bit,"Comedy, Horror, Science Fiction & Fantasy",,00,01,1900,90,Fresh,90,10,Spilled,36,42,1,9,1
Bitch,Comedy,10-11-17,10,11,2017,96,Fresh,67,39,Spilled,30,224,10,26,13
Bite,"Art House & International, Horror",06-05-16,06,05,2016,88,Rotten,58,19,Spilled,18,330,3,11,8
Bite the Bullet,"Action & Adventure, Drama, Western",01-01-75,01,01,1975,131,Fresh,73,15,Spilled,53,1688,4,11,4
Bitter Moon,"Art House & International, Comedy, Drama",01-01-92,01,01,1992,139,Fresh,65,34,Upright,81,9339,12,22,12
Bitter Feast,"Comedy, Horror",18-06-10,18,06,2010,95,Rotten,57,7,Spilled,31,255,2,4,3
Bitter Harvest,"Drama, Romance",24-02-17,24,02,2017,103,Rotten,15,60,Upright,67,1510,20,9,51
Die Bitteren Tränen der Petra von Kant (The Bitter Tears of Petra Von Kant),"Drama, Musical & Performing Arts",05-10-72,05,10,1972,124,Fresh,88,25,Upright,85,3942,3,22,3
Bitter Victory,"Action & Adventure, Art House & International, Classics, Drama",01-01-57,01,01,1957,102,Fresh,75,16,Upright,69,970,6,12,4
Biutiful,"Art House & International, Drama",29-12-10,29,12,2010,147,Fresh,66,155,Upright,74,21397,42,102,53
Black,Drama,04-02-05,04,02,2005,124,Fresh,67,6,Upright,90,8312,1,4,2
Black and White,"Drama, Musical & Performing Arts",07-06-02,07,06,2002,98,Rotten,39,80,Spilled,30,5439,26,31,49
Black '47,"Drama, Mystery & Suspense",28-09-18,28,09,2018,100,Certified-Fresh,78,55,Upright,76,768,15,43,12
The Black Balloon,Drama,09-02-08,09,02,2008,97,Certified-Fresh,85,41,Upright,84,4684,17,35,6
Black Book,"Drama, Mystery & Suspense",04-04-07,04,04,2007,144,Certified-Fresh,75,155,Upright,87,37487,43,117,38
Black Butterflies,Drama,02-03-12,02,03,2012,100,Fresh,69,13,Upright,62,881,8,9,4
Black Butterfly,"Drama, Mystery & Suspense",26-05-17,26,05,2017,93,Rotten,40,20,Spilled,41,567,5,8,12
Black Caesar,"Action & Adventure, Drama",07-02-73,07,02,1973,96,Fresh,62,13,Upright,64,3047,3,8,5
The Black Cauldron,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",01-01-85,01,01,1985,80,Rotten,53,32,Spilled,48,45740,7,17,15
Black Christmas,"Horror, Mystery & Suspense",25-12-06,25,12,2006,90,Rotten,14,63,Spilled,37,137904,20,9,54
Black Christmas,"Horror, Mystery & Suspense",13-12-19,13,12,2019,92,Rotten,39,106,,31,1356,17,41,65
Black Coffee,"Comedy, Romance",10-01-14,10,01,2014,85,Rotten,40,10,Spilled,56,308,3,4,6
Black Cop,"Drama, Mystery & Suspense",,00,01,1900,91,Fresh,82,11,Upright,61,59,2,9,2
The Black Dahlia,"Drama, Mystery & Suspense",15-09-06,15,09,2006,121,Rotten,32,194,Spilled,27,97661,44,63,131
Black Death,"Art House & International, Drama, Horror, Mystery & Suspense",11-03-11,11,03,2011,102,Fresh,71,66,Spilled,49,19706,16,47,19
Black Dog,Action & Adventure,01-05-98,01,05,1998,88,Rotten,10,20,Upright,60,21049,3,2,18
Black Dynamite,"Action & Adventure, Comedy",16-10-09,16,10,2009,90,Certified-Fresh,83,63,Upright,85,15649,21,52,11
Black Friday,"Action & Adventure, Art House & International, Drama",22-04-05,22,04,2005,171,Fresh,89,9,Upright,92,3662,3,8,1
Black Hawk Down,"Action & Adventure, Drama",28-12-01,28,12,2001,144,Certified-Fresh,76,173,Upright,88,473094,42,132,41
Black Knight,"Action & Adventure, Comedy, Science Fiction & Fantasy",21-11-01,21,11,2001,95,Rotten,14,98,Spilled,34,169151,29,14,84
Black Magic for White Boys,Comedy,03-07-20,03,07,2020,105,Fresh,80,10,,,,2,8,2
Black Mask,"Action & Adventure, Art House & International",,00,01,1900,90,Rotten,48,29,Spilled,50,22245,1,14,15
Black Mass,Drama,18-09-15,18,09,2015,,Certified-Fresh,73,288,Upright,68,55553,54,210,78
Black Moon Rising,Action & Adventure,10-01-86,10,01,1986,100,Rotten,43,14,Spilled,23,4493,3,6,8
Black Narcissus,"Classics, Drama, Faith & Spirituality",01-08-47,01,08,1947,100,Fresh,100,33,Upright,88,7271,9,33,0
Black Nativity,"Drama, Musical & Performing Arts, Faith & Spirituality",27-11-13,27,11,2013,93,Rotten,50,90,Spilled,51,10451,37,45,45
Black November,"Action & Adventure, Drama, Mystery & Suspense",09-01-15,09,01,2015,96,Rotten,23,13,Spilled,38,198,6,3,10
Black Ops,"Action & Adventure, Horror, Science Fiction & Fantasy",12-06-20,12,06,2020,100,Fresh,67,9,,,,0,6,3
Black or White,Drama,30-01-15,30,01,2015,121,Rotten,38,104,Upright,65,16228,29,40,64
The Black Orchid,"Classics, Comedy, Drama, Romance",01-09-58,01,09,1958,96,Rotten,20,5,Spilled,59,243,2,1,4
Black Orpheus (Orfeu Negro),"Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",21-12-59,21,12,1959,100,Certified-Fresh,90,41,Upright,86,6275,14,37,4
Black Out,"Action & Adventure, Comedy",21-02-14,21,02,2014,92,Rotten,45,11,Spilled,48,123,4,5,6
Black Panther,"Action & Adventure, Drama, Science Fiction & Fantasy",16-02-18,16,02,2018,134,Certified-Fresh,96,512,Upright,79,88211,60,495,18
Black Pond,"Art House & International, Comedy, Drama, Mystery & Suspense",,00,01,1900,83,Fresh,100,7,Upright,66,249,4,7,0
Black Robe,"Action & Adventure, Art House & International, Drama, Faith & Spirituality",05-09-91,05,09,1991,101,Fresh,92,13,Upright,75,7043,1,12,1
Black Rock,"Drama, Mystery & Suspense",17-05-13,17,05,2013,80,Rotten,53,59,Spilled,24,3960,22,31,28
Black Rose,"Action & Adventure, Mystery & Suspense",28-04-17,28,04,2017,83,Rotten,22,9,Spilled,15,51,3,2,7
Black Sabbath (I Tre volti della paura) (The Three Faces of Fear) (The Three Faces of Terror),"Art House & International, Horror",06-05-63,06,05,1963,85,Fresh,88,17,Upright,75,5725,1,15,2
Black Sea,"Action & Adventure, Drama, Mystery & Suspense",23-01-15,23,01,2015,115,Certified-Fresh,80,136,Spilled,59,16311,37,109,28
Black Sheep,"Comedy, Horror",10-09-06,10,09,2006,86,Fresh,72,95,Spilled,53,42881,32,68,27
Black Site,"Action & Adventure, Art House & International, Horror",,00,01,1900,87,Fresh,67,9,Spilled,11,19,0,6,3
Black Snake Moan,Drama,02-03-07,02,03,2007,118,Fresh,66,162,Upright,69,413565,46,107,55
The Black Stallion,"Action & Adventure, Kids & Family",17-10-79,17,10,1979,118,Fresh,90,29,Upright,83,32474,7,26,3
Black Sunday,Horror,31-12-60,31,12,1960,83,Fresh,86,21,Upright,77,6604,2,18,3
The Black Swan,"Action & Adventure, Classics, Drama, Kids & Family",04-12-42,04,12,1942,85,Fresh,83,6,Upright,72,1351,0,5,1
Black Swan,"Drama, Mystery & Suspense",03-12-10,03,12,2010,108,Certified-Fresh,85,309,Upright,84,178032,54,262,47
Black Water,Action & Adventure,29-06-18,29,06,2018,105,Rotten,0,9,Spilled,26,105,5,0,9
The Black Waters of Echo's Pond,"Horror, Mystery & Suspense",09-04-10,09,04,2010,92,Rotten,21,19,Spilled,18,1052,6,4,15
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,"Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian",19-10-07,19,10,2007,70,Fresh,85,20,Upright,69,464,11,17,3
Blackballed: The Bobby Dukes Story,Comedy,13-04-06,13,04,2006,91,Rotten,53,19,Upright,64,1454,7,10,9
Blackbeard's Ghost,"Comedy, Kids & Family, Science Fiction & Fantasy",08-02-68,08,02,1968,106,Fresh,82,11,Upright,72,6441,1,9,2
Blackbird,Drama,10-05-13,10,05,2013,106,Rotten,57,7,Upright,77,205,2,4,3
Blackbird,"Drama, Special Interest",24-04-15,24,04,2015,102,Rotten,40,10,Spilled,56,662,3,4,6
Blackboard Jungle,"Classics, Drama",25-03-55,25,03,1955,101,Fresh,76,25,Upright,77,3698,5,19,6
Blackfish,"Documentary, Special Interest",19-07-13,19,07,2013,83,Certified-Fresh,98,131,Upright,90,28675,38,129,2
Blackhat,"Action & Adventure, Drama",16-01-15,16,01,2015,134,Rotten,32,188,Spilled,24,20006,46,61,127
BlacKkKlansman,"Comedy, Drama",10-08-18,10,08,2018,134,Certified-Fresh,96,436,Upright,83,11251,63,418,18
Blackthorn,"Action & Adventure, Western",07-10-11,07,10,2011,98,Certified-Fresh,74,74,Upright,61,2252,25,55,19
Blackway,Mystery & Suspense,10-06-16,10,06,2016,90,Rotten,20,5,Spilled,28,879,1,1,4
Blackwood,Mystery & Suspense,17-10-13,17,10,2013,90,Rotten,40,15,Spilled,35,108,4,6,9
Blacula,"Action & Adventure, Classics, Horror",25-08-72,25,08,1972,92,Rotten,50,26,Spilled,43,5776,3,13,13
Blade II,"Action & Adventure, Horror",22-03-02,22,03,2002,116,Rotten,57,151,Upright,68,450793,37,86,65
Blade of the Immortal (Mugen no jûnin),"Action & Adventure, Drama",03-11-17,03,11,2017,151,Certified-Fresh,86,92,Upright,69,2325,21,79,13
Blade Runner,"Drama, Science Fiction & Fantasy",25-06-82,25,06,1982,122,Certified-Fresh,90,119,Upright,91,337821,27,107,12
Blade Runner (The Final Cut),"Drama, Science Fiction & Fantasy",,00,01,1900,,,,,,,,6,11,1
Blade Runner 2049,"Action & Adventure, Drama, Science Fiction & Fantasy",06-10-17,06,10,2017,164,Certified-Fresh,88,435,Upright,81,60156,54,381,54
Blade: Trinity,"Action & Adventure, Horror, Mystery & Suspense",08-12-04,08,12,2004,114,Rotten,26,168,Spilled,59,438172,38,43,125
Blades of Glory,Comedy,30-03-07,30,03,2007,93,Fresh,70,187,Upright,68,1403054,51,131,56
Blair Witch,Horror,16-09-16,16,09,2016,89,Rotten,37,219,Spilled,31,12840,40,80,139
The Blair Witch Project,Horror,30-07-99,30,07,1999,87,Certified-Fresh,86,162,Spilled,56,401984,41,140,22
Blame,Drama,05-01-18,05,01,2018,100,Fresh,81,31,Upright,68,427,8,25,6
Blame It on Rio,"Comedy, Romance",17-02-84,17,02,1984,110,Rotten,8,24,Spilled,39,6796,5,2,22
Blame It on the Bellboy,"Art House & International, Comedy",06-03-92,06,03,1992,79,Rotten,19,16,Spilled,40,3199,5,3,13
Blancanieves,"Art House & International, Drama",29-03-13,29,03,2013,104,Certified-Fresh,95,112,Upright,84,5172,34,106,6
Blank City,"Documentary, Musical & Performing Arts, Television",06-04-11,06,04,2011,99,Certified-Fresh,82,44,Upright,73,593,21,36,8
Blank Check,"Comedy, Kids & Family",11-02-94,11,02,1994,93,Rotten,9,11,Spilled,34,96334,1,1,10
Blankman,"Action & Adventure, Comedy",19-08-94,19,08,1994,92,Rotten,19,16,Spilled,40,29024,3,3,13
Blast From the Past,"Comedy, Romance",12-02-99,12,02,1999,111,Rotten,58,81,Spilled,56,214684,26,47,34
Blaze,"Comedy, Drama, Romance",13-12-89,13,12,1989,118,Fresh,73,11,Spilled,47,2117,1,8,3
Blaze,Drama,17-08-18,17,08,2018,127,Certified-Fresh,95,91,Upright,68,832,22,86,5
Blazing Saddles,"Classics, Comedy, Western",07-02-74,07,02,1974,93,Certified-Fresh,88,59,Upright,91,218391,7,52,7
Bleach,"Action & Adventure, Art House & International, Science Fiction & Fantasy",14-09-18,14,09,2018,108,Fresh,67,6,Upright,77,800,0,4,2
Bleak Street (La calle de la amargura),"Art House & International, Comedy, Drama",20-01-16,20,01,2016,100,Rotten,58,24,Spilled,38,38,7,14,10
Bleed,Horror,25-03-16,25,03,2016,82,Rotten,43,7,Spilled,32,247,2,3,4
Bleed For This,"Drama, Sports & Fitness",18-11-16,18,11,2016,116,Fresh,70,141,Upright,69,8854,38,98,43
Bleeding Heart,Drama,11-12-15,11,12,2015,80,Rotten,43,14,Spilled,32,305,3,6,8
Bleeding Steel,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",06-07-18,06,07,2018,110,Rotten,22,18,Spilled,23,227,5,4,14
Blended,Comedy,23-05-14,23,05,2014,117,Rotten,14,138,Upright,64,53316,33,20,118
"Bless Me, Ultima",Drama,22-02-13,22,02,2013,106,Fresh,68,37,Upright,73,1846,15,25,12
Bless the Child,"Drama, Horror, Mystery & Suspense",11-08-00,11,08,2000,107,Rotten,3,111,Spilled,43,35259,35,3,108
Blessed Child,Documentary,,00,01,1900,74,Fresh,90,10,,,,1,9,1
Blessed Is the Match: The Life and Death of Hannah Senesh,"Documentary, Drama",28-01-09,28,01,2009,86,Fresh,68,22,Upright,70,263,7,15,7
Blind Chance (Przypadek),"Art House & International, Drama, Science Fiction & Fantasy",14-08-89,14,08,1989,122,Fresh,70,10,Upright,86,3026,2,8,3
Blind,"Art House & International, Drama",04-09-15,04,09,2015,91,Fresh,92,37,Upright,74,2256,16,34,3
Blind,Drama,14-07-17,14,07,2017,106,Rotten,19,21,Spilled,42,357,8,4,17
Blind Dating,"Comedy, Drama",11-05-07,11,05,2007,99,Rotten,25,24,Spilled,47,13202,6,6,18
Blind Fury,Action & Adventure,16-03-90,16,03,1990,82,Rotten,54,13,Spilled,51,9600,2,7,6
Blind Spot: Hitler's Secretary,"Art House & International, Documentary, Special Interest",10-10-02,10,10,2002,90,Certified-Fresh,86,85,Upright,72,1697,32,73,12
Blinded by the Light,"Comedy, Drama",16-08-19,16,08,2019,114,Certified-Fresh,89,253,,91,2635,41,225,28
Blindsight,"Action & Adventure, Documentary, Special Interest",11-09-06,11,09,2006,104,Certified-Fresh,98,50,Upright,83,1203,21,49,1
Blindspotting,"Comedy, Drama",20-07-18,20,07,2018,95,Certified-Fresh,94,171,Upright,87,2400,38,161,10
Bling,"Animation, Kids & Family",06-05-16,06,05,2016,81,Rotten,33,6,Spilled,32,57,1,2,4
Blink,"Drama, Mystery & Suspense",26-01-94,26,01,1994,106,Fresh,63,24,Spilled,45,4601,5,15,9
Blinky Bill The Movie,"Action & Adventure, Animation, Art House & International",07-10-16,07,10,2016,93,Fresh,73,11,Spilled,43,245,3,8,3
Bliss,Horror,27-09-19,27,09,2019,80,Fresh,88,43,Spilled,58,100,4,38,5
Blithe Spirit,"Comedy, Science Fiction & Fantasy",01-01-45,01,01,1945,96,Fresh,77,22,Upright,75,1571,3,17,5
Blitz,"Drama, Mystery & Suspense",,00,01,1900,93,Rotten,48,25,Spilled,36,7794,7,12,13
Blizzard,Kids & Family,16-10-03,16,10,2003,99,Fresh,67,6,Spilled,53,1449,2,4,2
Dave Chappelle's Block Party,"Comedy, Documentary, Musical & Performing Arts",03-03-06,03,03,2006,103,Certified-Fresh,92,127,Upright,74,96709,37,117,10
Blockers,Comedy,06-04-18,06,04,2018,102,Certified-Fresh,84,225,Spilled,50,5131,43,188,37
Blonde Ambition,"Comedy, Drama",21-12-07,21,12,2007,93,Rotten,14,7,Spilled,22,4294,1,1,6
Blood,Mystery & Suspense,09-08-13,09,08,2013,95,Rotten,55,44,Spilled,33,786,13,24,20
Blood and Black Lace (Sei donne per l'assassino),"Art House & International, Drama, Horror, Mystery & Suspense",07-04-65,07,04,1965,88,Fresh,80,15,Upright,76,3935,2,12,3
Blood and Chocolate,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",26-01-07,26,01,2007,98,Rotten,11,74,Spilled,52,158353,19,8,66
Blood and Money,"Action & Adventure, Mystery & Suspense",15-05-20,15,05,2020,89,Rotten,39,23,Spilled,52,40,6,9,14
Blood and Sand,"Classics, Drama, Romance",05-08-22,05,08,1922,80,Fresh,100,8,Upright,61,1028,0,8,0
Blood and Wine,"Drama, Mystery & Suspense",21-02-97,21,02,1997,98,Fresh,61,31,Spilled,35,3197,10,19,12
Blood Brother,"Documentary, Mystery & Suspense, Special Interest",25-10-13,25,10,2013,93,Fresh,73,26,Upright,88,1232,7,19,7
Blood Brother,"Action & Adventure, Drama",30-11-18,30,11,2018,85,Rotten,17,6,Upright,79,85,2,1,5
The Reunion,"Action & Adventure, Comedy, Drama",21-10-11,21,10,2011,96,Rotten,8,12,Spilled,33,722,8,1,11
Blood Diamond,"Action & Adventure, Drama, Mystery & Suspense",08-12-06,08,12,2006,138,Fresh,63,217,Upright,90,568781,54,136,81
Blood Done Sign My Name,Drama,19-02-10,19,02,2010,128,Rotten,52,29,Upright,61,366,14,15,14
Blood Father,"Action & Adventure, Mystery & Suspense",12-08-16,12,08,2016,88,Certified-Fresh,89,97,Upright,63,9869,18,86,11
Blood Fest,"Comedy, Horror",31-08-18,31,08,2018,90,Rotten,50,20,Spilled,43,175,2,10,10
Blood Glacier,"Art House & International, Horror",02-05-14,02,05,2014,97,Rotten,43,21,Spilled,28,302,6,9,12
Blood Honey,Horror,29-01-18,29,01,2018,95,Rotten,25,8,Upright,72,650,2,2,6
Blood in the Face,"Documentary, Special Interest",27-02-91,27,02,1991,77,Fresh,100,5,Upright,61,239,2,5,0
Blood Into Wine,"Comedy, Documentary, Special Interest, Sports & Fitness",26-02-10,26,02,2010,100,Fresh,71,7,Upright,78,1329,1,5,2
Blood Money,"Action & Adventure, Drama, Mystery & Suspense",13-10-17,13,10,2017,85,Rotten,50,8,Spilled,15,93,5,4,4
The Blood of Heroes,Science Fiction & Fantasy,23-02-90,23,02,1990,102,Rotten,13,8,Upright,76,3761,5,1,7
Blood on Her Name,"Drama, Mystery & Suspense",28-02-20,28,02,2020,85,Certified-Fresh,96,54,Spilled,58,66,8,52,2
Blood On The Mountain,Documentary,18-11-16,18,11,2016,93,Fresh,90,10,Spilled,59,131,5,9,1
Blood Paradise,Horror,,00,01,1900,,Rotten,40,5,,,,1,2,3
Blood Punch,"Horror, Mystery & Suspense",,00,01,1900,104,Fresh,89,9,Upright,63,160,3,8,1
Blood Quantum,Horror,,00,01,1900,96,Certified-Fresh,90,90,Spilled,43,79,7,81,9
Blood Ransom,"Mystery & Suspense, Science Fiction & Fantasy, Romance",31-10-14,31,10,2014,101,Rotten,20,5,Upright,81,505,3,1,4
Blood Simple,"Drama, Mystery & Suspense",01-09-84,01,09,1984,97,Certified-Fresh,94,103,Upright,88,39142,22,97,6
La Novia Ensangrentada (The Blood Spattered Bride) (Blood Castle),"Art House & International, Horror",30-09-72,30,09,1972,,Fresh,100,6,Spilled,41,671,0,6,0
Blood Tea and Red String,"Animation, Drama, Science Fiction & Fantasy, Special Interest",04-10-06,04,10,2006,69,Fresh,91,11,Upright,78,1133,4,10,1
Blood Ties,"Drama, Mystery & Suspense",21-03-14,21,03,2014,128,Rotten,52,56,Spilled,39,4124,21,29,27
Blood Vessel,Horror,,00,01,1900,93,Fresh,78,9,Spilled,21,19,0,7,2
Blood Work,"Action & Adventure, Drama, Mystery & Suspense",09-08-02,09,08,2002,111,Rotten,53,152,Spilled,40,22239,40,80,72
Bloodline,"Horror, Mystery & Suspense",20-09-19,20,09,2019,98,Rotten,53,19,Spilled,56,111,4,10,9
BloodRayne,"Action & Adventure, Horror, Science Fiction & Fantasy",06-01-06,06,01,2006,95,Rotten,4,54,Spilled,17,135980,14,2,52
Bloodshot,"Action & Adventure, Science Fiction & Fantasy",13-03-20,13,03,2020,109,Rotten,30,159,,78,1646,23,47,112
Bloodsport,Action & Adventure,26-02-88,26,02,1988,92,Rotten,40,25,Upright,74,68515,3,10,15
Bloodsucking Bastards,Comedy,23-01-15,23,01,2015,87,Fresh,67,24,Spilled,48,445,5,16,8
Bloodworth,"Drama, Romance",20-05-11,20,05,2011,105,Rotten,50,8,Spilled,39,3703,2,4,4
Bloody Birthday,"Drama, Horror",28-04-81,28,04,1981,85,Fresh,67,6,Spilled,35,2097,0,4,2
Bloody Marie,"Action & Adventure, Drama",01-11-19,01,11,2019,87,Fresh,88,8,,,,2,7,1
"Bloody Nose, Empty Pockets","Documentary, Drama",,00,01,1900,98,Certified-Fresh,91,68,Upright,80,5,15,62,6
Bloody Sunday,Drama,11-10-02,11,10,2002,107,Certified-Fresh,92,105,Upright,91,9342,34,97,8
Blossoms in the Dust,"Classics, Documentary, Drama",01-01-41,01,01,1941,100,Rotten,33,9,Upright,72,379,3,3,6
Blow,Drama,06-04-01,06,04,2001,124,Rotten,55,141,Upright,87,384877,36,77,64
Blow Out,Mystery & Suspense,01-01-81,01,01,1981,108,Certified-Fresh,83,48,Upright,82,11717,9,40,8
Blow-Up,"Drama, Mystery & Suspense",18-12-66,18,12,1966,111,Certified-Fresh,88,49,Upright,84,28642,10,43,6
Blue Sky,"Drama, Mystery & Suspense",16-09-94,16,09,1994,101,Fresh,79,24,Spilled,58,3836,5,19,5
"Blue Water, White Death",Documentary,01-06-71,01,06,1971,100,Fresh,100,7,Upright,83,178,5,7,0
Blue Caprice,"Drama, Mystery & Suspense, Special Interest",13-09-13,13,09,2013,93,Certified-Fresh,83,84,Spilled,51,7253,30,70,14
Blue Car,Drama,02-05-03,02,05,2003,96,Certified-Fresh,80,89,Upright,65,2517,35,71,18
Blue Chips,Drama,18-02-94,18,02,1994,108,Rotten,37,27,Spilled,51,7853,10,10,17
Blue Collar,Drama,10-02-78,10,02,1978,114,Fresh,100,12,Upright,89,3282,1,12,0
Blue Collar Comedy Tour: The Movie,"Comedy, Musical & Performing Arts",28-03-03,28,03,2003,105,Fresh,92,13,Upright,79,55918,8,12,1
Blue Crush,"Action & Adventure, Drama, Romance",16-08-02,16,08,2002,104,Fresh,61,142,Spilled,58,371395,34,87,55
Blue Crush 2,"Action & Adventure, Comedy, Drama",,00,01,1900,120,Rotten,20,5,Spilled,40,980,0,1,4
The Blue Gardenia,"Classics, Drama, Mystery & Suspense",23-03-53,23,03,1953,90,Fresh,80,15,Upright,61,1036,5,12,3
Blue Hawaii,"Classics, Musical & Performing Arts, Romance",22-11-61,22,11,1961,103,Rotten,29,7,Upright,67,11247,0,2,5
The Blue Iguana,"Action & Adventure, Comedy, Drama",22-04-88,22,04,1988,90,Rotten,0,6,Spilled,38,90,1,0,6
Blue Iguana,Comedy,24-08-18,24,08,2018,108,Rotten,39,28,Upright,80,204,9,11,17
Blue in the Face,"Art House & International, Comedy",13-10-95,13,10,1995,83,Rotten,41,22,Upright,76,4763,4,9,13
Blue Is The Warmest Color,Drama,25-10-13,25,10,2013,175,Certified-Fresh,89,193,Upright,85,24148,45,172,21
Blue Jasmine,Comedy,26-07-13,26,07,2013,98,Certified-Fresh,91,228,Upright,77,49099,59,207,21
Blue Jay,Drama,07-10-16,07,10,2016,85,Fresh,91,32,Upright,77,2392,11,29,3
The Blue Lagoon,"Action & Adventure, Drama",20-06-80,20,06,1980,104,Rotten,8,24,Spilled,54,55780,8,2,22
Blue Like Jazz,"Comedy, Drama",13-04-12,13,04,2012,106,Rotten,39,41,Upright,63,12754,14,16,25
Here and Now (Blue Night),"Drama, Musical & Performing Arts, Romance",09-11-18,09,11,2018,,Rotten,23,22,Spilled,12,72,7,5,17
Blue Note Records: Beyond the Notes,"Documentary, Musical & Performing Arts",,00,01,1900,85,Fresh,95,21,Upright,76,19,10,20,1
Blue Ruin,Mystery & Suspense,25-04-14,25,04,2014,90,Certified-Fresh,96,142,Upright,79,19655,39,136,6
